WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ131727.39-543808.28,6067215083178616704,40.56814706224298,0.03861937,199.3597848725251,0.028138515,-54.637758087,0.028344527,14.12174786,0.81845856,DA,H,5761,30,7.951,.018,.557,.011,5771,0.563,2.44,2023MNRAS.518.3055O,
WDJ131730.86+483333.05,1556005701461744640,25.633156096737455,0.055200644,199.3781249431381,0.037924044,48.558677709,0.04533062,14.17595041,0.82206726,DA,H,5798,54,7.997,.033,.585,.020,5803,0.588,2.57,2016MNRAS.455.3413K,
WDJ131747.24-112106.03,3623233040812235904,25.183127859982562,0.04628474,199.4461952110448,0.038579766,-11.351632975,0.029300703,12.57237035,0.2449894,DAZ,H,9052,92,8.043,.027,.623,.016,9052,0.623,0.86,2009A&A...505..441K,
WDJ131748.97+215713.60,3943650619138622848,31.479325451039447,0.06299374,199.45391340120707,0.045517873,21.952537701,0.032066733,14.18130209,0.63399124,DCP,He,6334,50,8.240,.023,.726,.015,6334,0.726,3.54,2015ApJS..219...19L,
WDJ131830.01+735318.25,1688618481786030336,27.44898629886217,0.13882436,199.62250318845074,0.1323522,73.888194803,0.11858261,14.05755355,1.0839577,DA,H,4999,35,7.352,.035,.292,.011,5205,0.372,2.07,This work,Double degenerate candidate
WDJ131924.74-214754.87,3506061587037686144,50.610678511416516,0.07329723,199.85306656459497,0.052215625,-21.800622585,0.055637274,15.0579508,0.79187393,DA,H,5882,44,8.618,.019,.989,.012,5880,0.987,6.33,2018MNRAS.480.3942H,
WDJ131925.56-782328.17,5787859896160384384,51.86204910091279,0.03469525,199.86311537171025,0.02779743,-78.39274226,0.030446205,14.53907236,0.89302444,DAH,H,5542,27,8.129,.017,.665,.011,5575,0.689,4.59,2020A&A...643A.134B,
WDJ131958.95-563928.42,6063252374582712320,27.92986625898576,0.050160833,199.99584343541102,0.026480054,-56.658131911,0.032640554,13.65121028,0.44872093,DC,He,7009,47,8.108,.022,.641,.014,7009,0.641,1.88,2023MNRAS.518.3055O,
WDJ132115.10+462323.65,1551062778220116992,30.412603324295603,0.02362744,200.3113995188326,0.014675464,46.390276826,0.017628318,11.94480399,-0.11698437,DA,H,14627,207,8.373,.015,.844,.010,14627,0.844,0.40,2015ApJS..219...19L,
WDJ132550.44-601508.04,5869567658943170048,27.82427545537884,0.027326781,201.45974925838163,0.015358759,-60.25189014,0.02038094,11.98954432,0.022583008,DB,He,11080,128,7.984,.025,.573,.014,11080,0.573,0.49,2023MNRAS.518.3055O,
WDJ132756.43-281716.98,6188345358621778816,27.477832395024784,0.059218373,201.9827309849427,0.05006413,-28.288604573,0.042183276,13.14953735,0.388669,DQ,He,6439,138,7.604,.057,.405,.021,6439,0.405,1.35,2023MNRAS.518.3055O,Double degenerate candidate
WDJ133013.64-083429.47,3630035787972473600,62.148457744031475,0.044410374,202.55182636426164,0.034712452,-8.576952469,0.024762943,11.32226078,-0.13416195,DA,H,14563,215,7.971,.019,.595,.011,14563,0.595,0.21,2018MNRAS.480.3942H,
WDJ133059.42+302953.65,1468213546275054208,39.151778207748755,0.04150627,202.7451095388818,0.027763197,30.497779187,0.021912992,13.93812546,0.6288004,DZH,He,6351,39,8.168,.017,.694,.011,6351,0.694,3.19,2019ApJ...878...63B,
WDJ133216.49-440838.71,6087659745978472064,29.254918869809106,0.08754991,203.06695530267777,0.06855875,-44.144696109,0.0764933,14.50866249,0.7999134,DC,He,5705,78,8.174,.045,.681,.029,5719,0.691,4.93,2023MNRAS.518.3055O,
WDJ133314.60-675117.19,5845312191917620224,37.98249334818587,0.04755501,203.30228743634967,0.034471195,-67.856188353,0.04497717,14.56465735,0.8467922,DZ,He,5514,91,8.203,.049,.714,.032,5547,0.740,5.95,2023MNRAS.518.3055O,
WDJ133601.82+482846.25,1552488776081383040,27.1290308579767,0.022946008,204.00669563598618,0.014988843,48.479322946,0.019011032,11.2330524,-0.13729668,DB,He,14480,242,7.921,.029,.544,.016,14480,0.544,0.20,2015ApJS..219...19L,
WDJ133630.61+362348.54,1472029470098019072,28.216511424138186,0.04165612,204.12623679187843,0.022763966,36.396172734,0.02434912,13.50429959,0.5706558,DA,H,6747,48,7.957,.022,.566,.013,6747,0.566,1.62,2011ApJ...743..138G,
WDJ133631.85+034045.94,3713594960831605760,119.75661648253032,0.030381203,204.11607940811783,0.0213619,3.674479287,0.013744921,14.76791759,1.1483755,DA,H,4858,19,7.821,.016,.476,.009,5010,0.572,5.68,2015ApJS..219...19L,
WDJ133807.43-680434.65,5850533227210203520,25.13703393455326,0.025006132,204.5242635092557,0.017485319,-68.076676222,0.020246169,12.57659216,0.26716423,DA,H,8832,75,7.984,.022,.588,.013,8832,0.588,0.85,2011ApJ...743..138G,
WDJ133850.48+701707.64,1686708050268594944,37.72907009770777,0.028657429,204.70502791427148,0.026746718,70.285346679,0.025789954,10.65561951,-0.2785654,DAZ,H,20319,409,7.928,.025,.585,.013,20319,0.585,0.05,2003ApJ...596..477Z,
WDJ134121.80+050045.85,3714914271705535360,68.15547717234477,0.05366574,205.33890852183194,0.04412148,5.012820021,0.03656486,15.48183881,1.490633,DC,H,4022,33,7.746,.023,.445,.010,4255,0.624,9.58,2018MNRAS.480.3942H,
WDJ134202.88-341519.45,6165095738576250624,48.11495272535425,0.061757725,205.49961107955724,0.0599311,-34.2503035,0.04970935,14.64976532,1.036416,DA,H,5163,44,7.962,.032,.558,.019,5254,0.620,5.07,2017AJ....154...32S,
WDJ134349.01-344749.39,6165010320266420096,27.68709079805623,0.08825405,205.9515587576205,0.07361706,-34.797384258,0.06362916,14.48967662,0.9987831,DA,H,5136,79,7.808,.052,.471,.022,5247,0.536,3.40,2023MNRAS.518.3055O,
WDJ134441.03-650942.13,5851860818806598528,25.89708662672929,0.0914298,206.17182447927112,0.06531181,-65.160837759,0.069612525,14.82240855,1.1656322,DA,H,4789,125,7.793,.093,.460,.043,4955,0.564,5.86,2023MNRAS.518.3055O,
WDJ134532.97+420043.66,1500607765872799616,26.688730792614344,0.058675405,206.3862133954136,0.035796456,42.012696954,0.045082442,14.17680361,1.2517185,DC,H,4639,32,7.181,.032,.239,.009,4968,0.361,2.55,2015ApJS..219...19L,Double degenerate candidate
WDJ134602.06+570032.79,1658578797618935680,40.048293005701275,0.016650368,206.50700407557588,0.013845028,57.009951197,0.014903328,11.49977105,-0.10845184,DA,H,14095,195,8.045,.017,.637,.010,14095,0.637,0.27,2015ApJS..219...19L,
WDJ134724.37+102138.01,3725570772761744384,48.05968617454268,0.03251016,206.84747992491234,0.023821874,10.35993413,0.018854035,13.43224065,0.5337572,DAZ,H,6926,48,7.976,.020,.577,.012,6926,0.577,1.56,2003ApJ...596..477Z,
WDJ134803.01+233446.44,1251824057289839744,84.31052432709014,0.028874354,207.00533857595104,0.018640501,23.580123422,0.017066456,14.96746695,1.2689066,DC,H,4576,20,7.767,.016,.457,.007,4769,0.586,7.21,2018MNRAS.480.3942H,
WDJ134902.30+115513.53,3728074738695246336,35.288635840394356,0.15832463,207.26032349188753,0.11217287,11.918082965,0.08873522,15.54897635,1.3436146,DCP,He,4446,57,8.050,.059,.599,.037,4607,0.742,8.10,2015ApJS..219...19L,
WDJ134944.61+275521.76,1451566149955227520,33.35000037311801,0.043916624,207.43457407157464,0.034236614,27.923018085,0.026883457,13.89049422,0.48042202,DA,H,7240,61,8.392,.020,.844,.013,7240,0.844,3.22,2015ApJS..219...19L,
WDJ135118.41+425316.90,1502063317405058304,25.43081634238371,0.061022557,207.82807062370065,0.034246527,42.886914579,0.044033285,13.86707651,0.51156807,DZ,He,6748,68,8.324,.025,.799,.016,6748,0.799,3.47,2007ApJ...663.1291D,
WDJ135122.69-273357.82,6177238676273826304,26.591086040491863,0.03335363,207.8448460418247,0.031021915,-27.566936073,0.026974399,12.24813538,0.17364788,DA,H,9701,123,7.977,.032,.586,.018,9701,0.586,0.66,2011ApJ...743..138G,
WDJ135211.79+105351.87,3727155340815968256,28.289535665648362,0.075493015,208.04801123198573,0.056142896,10.896895613,0.043958608,14.0047011,0.76776314,DA,H,5957,50,7.965,.029,.566,.017,5944,0.559,2.23,2015ApJS..219...19L,
WDJ135315.53-091633.37,3618657732410663808,50.7380729734288,0.023519935,208.31631313530912,0.022079477,-9.277531063,0.017671393,13.07608084,0.26495647,DAH,H,8881,81,8.325,.020,.803,.013,8881,0.803,1.41,2018MNRAS.480.3942H,
WDJ135509.42-262248.95,6178524211524592640,30.742292845991056,0.064660415,208.79046080131985,0.06040694,-26.380645799,0.049706798,14.04975728,0.7332611,DA,H,6090,70,8.064,.036,.627,.022,6090,0.627,2.54,2020MNRAS.497..130T,
WDJ135907.82-233327.18,6275184065428686464,29.78675152196095,0.03492331,209.78098315561274,0.031804863,-23.557797421,0.029003395,12.35617071,0.203475,DA,H,9441,91,7.993,.024,.595,.014,9441,0.595,0.73,2011ApJ...743..138G,
WDJ140115.27-391432.21,6114344102909485824,35.99700185293731,0.09366565,210.3120538712025,0.08774743,-39.242325886,0.07604916,15.03666865,0.91072273,DAH,H,5512,56,8.430,.032,.864,.021,5540,0.891,7.13,2023MNRAS.518.3055O,
WDJ140324.75+453333.02,1505825635741455872,29.084471595454005,0.1896375,210.85141442192878,0.13141732,45.558796841,0.14919573,16.34022589,-0.1395874,DC,He,,,,,,,,,,2022ApJ...934...36B,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ140556.01+664802.01,1671668067321674368,27.241718373835003,0.10769442,211.47791787708388,0.11548888,66.800517373,0.09202129,15.57784649,1.552494,DC,H,3924,185,7.735,.116,.440,.049,4159,0.624,9.82,2015ApJS..219...19L,
WDJ140608.61-695726.60,5846206030463663232,27.916679168210628,0.037073698,211.5339792183295,0.026458796,-69.957553262,0.03005183,13.47631678,0.5657377,DA,H,6768,46,7.945,.021,.559,.012,6768,0.559,1.58,2023MNRAS.518.3055O,
WDJ140644.61+313022.68,1454347089739329152,25.34202172871194,0.12610169,211.6847679298423,0.079555094,31.507180332,0.08593705,14.98374329,1.1963711,DC,H,4792,84,7.924,.073,.533,.043,4936,0.637,7.44,2015ApJS..219...19L,
WDJ140709.63-062641.95,3643555726544985088,40.66405958675241,0.03126774,211.79068041081237,0.029045174,-6.444673086,0.025573583,13.05017967,0.3229456,DA,H,8344,81,8.172,.023,.702,.015,8344,0.702,1.29,2017MNRAS.472.4173R,
WDJ140945.24+421600.65,1498447607777405312,27.86208403650869,0.02338002,212.4384138272362,0.014641204,42.266804579,0.018223813,12.29154299,0.15505314,DAZ,H,9965,88,8.065,.020,.639,.012,9965,0.639,0.70,2003ApJ...596..477Z,
WDJ141039.98+024513.10,3667514634669861120,36.090776392033106,0.0641562,212.6664169381908,0.052882064,2.752550552,0.043650765,14.30951412,0.88839436,DAZ,H,5562,46,7.968,.030,.566,.018,5598,0.588,2.94,2012AJ....143..103S,
WDJ141041.67-751030.18,5790182751914903424,30.005025888207147,0.07587495,212.6706728371364,0.06319823,-75.175574557,0.05903549,14.78157903,1.1273823,DZA,H,4951,42,7.900,.036,.520,.020,5078,0.606,5.99,2023MNRAS.518.3055O,
WDJ141159.17-592044.99,5867776696271127424,69.44139909126426,0.027122809,212.9972497484374,0.013838091,-59.346097246,0.019791266,13.75986831,0.58574677,DA,H,6653,37,8.108,.015,.657,.010,6653,0.657,2.13,2023MNRAS.518.3055O,
WDJ141215.41+153253.03,1232045934759720192,27.4104824036052,0.118880846,213.06115792105268,0.09181872,15.548192475,0.08314018,15.07917839,1.1282902,DC,H,4985,86,8.144,.064,.671,.042,5081,0.753,8.36,2015MNRAS.446.4078K,
WDJ141220.36-184241.64,6296317052576778240,30.05643854888609,0.08533346,213.08541806996297,0.07529426,-18.712081769,0.059166487,14.33875559,0.83761024,DAH,H,5721,86,8.080,.050,.635,.031,5734,0.644,3.41,2023MNRAS.518.3055O,
WDJ141421.47-363020.36,6118079453145005312,28.42732000897935,0.1034346,213.58857636935136,0.09816526,-36.506801061,0.08539476,14.86306659,1.0931778,DA,H,5097,81,8.068,.060,.622,.038,5187,0.691,6.87,2001ApJ...558..761R,
WDJ141622.47-653126.81,5852538324131652736,25.916162253285165,0.05137884,214.08991617913537,0.032789744,-65.524482797,0.03823337,13.44820145,0.29169083,DA,H,8609,86,8.473,.022,.900,.014,8609,0.900,2.29,2023MNRAS.518.3055O,
WDJ142054.81-090508.76,6329136310728635776,26.115112879302444,0.20408776,215.2262553539713,0.19046696,-9.085973351,0.16199723,12.39896754,0.3996086,DA,H,7785,71,7.569,.032,.398,.011,7785,0.398,0.77,2011ApJ...743..138G,Gaia non-single-star: period 87 days
WDJ142254.17-460549.72,6093257119157372160,26.44775330173365,0.075387724,215.7238796925909,0.04824623,-46.09695644,0.059537437,14.05235293,0.5989685,DC,He,6480,63,8.215,.029,.710,.019,6480,0.710,3.13,2023MNRAS.518.3055O,
WDJ142428.39-510233.63,5898935893701856128,31.594571865323505,0.05118632,216.1162780749529,0.040176988,-51.043219846,0.03870191,13.82543937,0.5852785,DQ,He,6553,63,8.087,.029,.627,.018,6553,0.627,2.22,2023MNRAS.518.3055O,
WDJ142439.15+091714.16,1176717792385803136,29.9940998640532,0.02589168,216.1621620566705,0.027100021,9.286601914,0.0237695,11.72869417,-0.028862,DA,H,12392,195,8.062,.017,.643,.010,12392,0.643,0.39,2015ApJS..219...19L,
WDJ142659.43+492100.45,1507571286545131648,29.505038325639863,0.046297982,216.746919872262,0.036871403,49.350326734,0.03847595,14.09101792,0.5434227,DC,He,6760,75,8.342,.028,.794,.019,6760,0.794,3.41,2006AJ....131..582K,
WDJ143015.38-240326.12,6272326022391660928,30.706253163826453,0.10718876,217.56159413428307,0.093911685,-24.058989555,0.07401805,14.86916113,1.1568184,DA,H,4866,58,7.902,.051,.521,.029,5004,0.616,6.67,2023MNRAS.518.3055O,
WDJ143019.96-252040.40,6271903947364173056,31.6444279533687,0.05716954,217.58272827853395,0.050617635,-25.344317962,0.050841354,14.03726225,0.5784111,DA,H,6742,69,8.322,.026,.796,.017,6742,0.796,3.44,2023MNRAS.518.3055O,
WDJ143307.64-812014.13,5772718006135360128,47.87776291302787,0.014489068,218.27725146023997,0.012079826,-81.338990679,0.012133859,11.82487225,-0.02193737,DA,H,12147,139,8.115,.014,.675,.009,12147,0.675,0.45,2011ApJ...743..138G,
WDJ143642.85+433234.61,1493367245581725184,36.82085174361035,0.054718636,219.17654632121884,0.04102715,43.545188857,0.044503946,15.04081115,1.2620811,DC,H,4634,40,7.848,.034,.489,.019,4809,0.611,7.56,2015ApJS..219...19L,
WDJ143826.23-560110.20,5893318763718868736,25.613849958373628,0.045441803,219.6075536632588,0.028384939,-56.019833103,0.039385512,13.29725731,0.2746544,DC,He,8210,80,8.235,.024,.725,.016,8210,0.725,1.53,2023MNRAS.518.3055O,
WDJ144251.51-782353.67,5785654859950570496,41.68513173425078,0.029791117,220.70555085347556,0.025314022,-78.398115459,0.025250139,14.04881489,0.691412,DA,H,6206,35,8.125,.017,.666,.011,6206,0.666,2.76,2011ApJ...743..138G,
WDJ144318.17-143715.32,6310804634396281984,34.81126483149145,0.06109086,220.8246683173382,0.053291846,-14.621491706,0.042869948,13.90896402,0.58439636,DA,H,6669,68,8.211,.028,.723,.018,6669,0.723,2.73,2018A&A...619A..31S,
WDJ144528.12+292124.29,1282448170543051520,26.029760423314034,0.0777612,221.36675906461159,0.034970984,29.356776909,0.053113498,14.43934085,0.9476929,DA,H,5418,49,7.967,.035,.564,.021,5473,0.599,3.45,2020MNRAS.497..130T,
WDJ144528.47+292132.07,1282448170543051648,26.051812220545155,0.025351685,221.36825769066093,0.011669338,29.35890026,0.017388642,11.5928627,-0.033539772,DA,H,12445,167,7.964,.015,.586,.009,12445,0.586,0.34,2015ApJS..219...19L,
WDJ144710.68-694040.21,5799644049485006848,33.75797961312144,0.06597206,221.789175235124,0.039406944,-69.678089155,0.05019922,14.41968523,1.3159294,DC,H,4466,26,7.243,.024,.256,.007,4804,0.397,3.38,2023MNRAS.518.3055O,Double degenerate candidate
WDJ144725.34-174215.75,6282457918962299776,75.19475017006016,0.05011494,221.85046184472634,0.047384948,-17.705900749,0.041842844,15.5382156,1.1109543,DC,H,4980,37,8.448,.022,.875,.015,5055,0.957,9.48,2018MNRAS.480.3942H,
WDJ145806.49+293729.52,1281989124439286912,34.997480888577215,0.029295487,224.52776170185118,0.012641944,29.622205825,0.019860448,13.21829993,0.46278858,DAZ,H,7342,53,7.975,.020,.578,.012,7342,0.578,1.34,2003ApJ...596..477Z,
WDJ150324.74-244129.02,6227687980608264064,38.51144034415773,0.05358926,225.85243533894737,0.04329892,-24.691552721,0.03590842,13.69575781,0.8489971,DA,H,5666,32,7.596,.019,.396,.008,5697,0.409,1.71,2023MNRAS.518.3055O,Double degenerate candidate
WDJ150549.31-071440.95,6332763530870415488,37.08223709770063,0.042694103,226.45454432971792,0.0409437,-7.244792848,0.031352554,13.60866063,0.5851841,DAH,H,6668,52,8.001,.023,.591,.014,6668,0.591,1.78,2011ApJ...743..138G,
WDJ150938.86+633225.48,1620030637207462912,28.712405974404376,0.018488402,227.41111121842917,0.01751407,63.539968654,0.017387157,12.01901293,0.119924545,DA,H,10318,91,7.954,.019,.574,.011,10318,0.574,0.55,2015ApJS..219...19L,
WDJ151127.63+320417.92,1276688069644366592,29.282034893204052,0.021155085,227.86423379804015,0.011433484,32.071916307,0.015137687,11.47689727,-0.13355255,DA,H,14772,218,8.085,.018,.662,.011,14772,0.662,0.25,2015ApJS..219...19L,
WDJ151358.72-201445.94,6255777749623059584,36.26462738154875,0.02322832,228.49419535096666,0.019859672,-20.246012999,0.015670178,11.8928931,0.06809807,DA,H,10903,112,7.982,.019,.592,.011,10903,0.592,0.49,This work,
WDJ151431.85-462555.28,5903884280152869632,44.27070083208887,0.030293226,228.62919181771886,0.022380084,-46.432107325,0.020271182,13.27352899,0.35838795,DQZ,He,7541,57,8.025,.019,.591,.012,7541,0.591,1.40,2023MNRAS.518.3055O,
WDJ151534.80+823028.99,1722236328978172928,26.13265621298822,0.11000227,228.8897622941915,0.10757746,82.50875584,0.10352578,15.25083478,1.3467064,DZH,H,4481,141,7.883,.107,.508,.056,4665,0.647,8.70,2020MNRAS.497..130T,
WDJ151552.91+664242.88,1645204475617697536,26.163541605673657,0.023554469,228.97065850101615,0.02231874,66.712339661,0.02133609,12.50989166,0.13220406,DA,H,10298,110,8.272,.021,.771,.014,10298,0.771,0.87,2011ApJ...743..138G,
WDJ151907.38-485423.83,5902612969841664768,28.259854761499465,0.037605576,229.7812819740319,0.030376637,-48.907728366,0.02485231,12.79376663,0.19662762,DQZ,He,8872,81,8.070,.023,.621,.014,8872,0.621,0.99,2023MNRAS.518.3055O,
WDJ152316.52-341207.40,6206195620664214400,30.635244715507298,0.036578923,230.81688080569793,0.033081416,-34.203156526,0.022977246,12.80161577,0.21228504,DC,He,8711,95,8.031,.028,.597,.017,8711,0.597,0.98,1985ApJS...59..197B,
WDJ152542.94+562908.61,1602197696772907648,31.040520042425857,0.04138395,231.4283640402841,0.036584605,56.485075625,0.03992461,14.20907494,0.9108906,DA,H,5497,39,7.852,.027,.499,.015,5547,0.527,2.50,2018ApJS..239...26L,
WDJ152621.06+293622.69,1273685372108354176,43.088926111572626,0.040815637,231.58818633161613,0.022042546,29.607065523,0.030608958,14.66839735,1.0645075,DA,H,5084,28,7.913,.022,.529,.012,5191,0.599,5.06,2015ApJS..219...19L,
WDJ152915.63-642811.20,5826604589994061312,30.819371521992778,0.06569021,232.3134790788234,0.046952017,-64.469220829,0.042672377,14.35355989,0.9495506,DA,H,5202,64,7.768,.035,.463,.011,5304,0.521,2.98,2023MNRAS.518.3055O,
WDJ152926.39-141614.44,6265877455415860224,26.650611605512278,0.11049506,232.3589540215717,0.1020294,-14.272101333,0.08118055,14.9737129,1.007473,DA,H,5267,87,8.254,.057,.745,.038,5325,0.796,7.43,2023MNRAS.518.3055O,
WDJ153044.96-620304.10,5827454649955072256,26.560293924691777,0.06945836,232.6852692206827,0.050027926,-62.052493007,0.046131995,14.34970638,0.8107414,DAZ,H,5879,61,8.167,.034,.691,.022,5876,0.689,3.72,2023MNRAS.518.3055O,
WDJ153417.50+021848.12,4424031479858305408,29.631328620498664,0.05362264,233.57240228280588,0.04332646,2.31299512,0.04302033,13.57675062,0.33855438,DA,H,8195,98,8.462,.027,.892,.017,8195,0.892,2.58,2015ApJS..219...19L,
WDJ153451.17+464948.77,1401010605309570816,32.47346851508901,0.08045107,233.71014323116611,0.06418295,46.831191991,0.0779203,15.32735039,1.4076729,DC,H,4308,71,7.812,.049,.468,.021,4520,0.625,8.84,2015ApJS..219...19L,
WDJ153505.81+124745.20,1193520666521113344,51.94608187314988,0.034417957,233.77345316505165,0.028620463,12.795090042,0.024904301,14.16823998,0.7940893,DZH,He,5790,42,8.068,.021,.629,.013,5796,0.633,3.97,2019A&A...630A..65B,
WDJ153744.44+650148.75,1641386833807056640,34.66318030869148,0.01757515,234.43392018999566,0.01752063,65.030951277,0.016520593,12.31676503,0.18620586,DA,H,9589,79,8.001,.020,.600,.012,9589,0.600,0.71,2015ApJS..219...19L,
WDJ154033.36+330852.51,1370654257498865536,33.82968098724219,0.021332333,235.13812228463908,0.012590071,33.148292986,0.018448185,12.69632651,0.27893448,DA,H,8726,73,8.039,.021,.620,.013,8726,0.620,0.94,2015ApJS..219...19L,
WDJ154053.08-485837.95,5985749857190372480,27.413519285263284,0.108071476,235.22114035547256,0.079530545,-48.978079392,0.06570479,15.00248396,1.1810341,DZA,H,4830,49,7.977,.043,.565,.026,4962,0.665,7.77,2023MNRAS.518.3055O,
WDJ154234.63+232941.56,1218051664291152000,35.98643987847095,0.052557603,235.64453413619768,0.0332757,23.493062716,0.040729806,14.37729742,0.80423546,DA,H,5839,43,8.170,.023,.694,.015,5840,0.694,3.88,2015ApJS..219...19L,
WDJ154605.44+375127.50,1376326912864142336,26.677641749444703,0.019145915,236.52226060434174,0.01477637,37.857699206,0.01627995,11.62172518,-0.06806469,DA,H,13290,184,8.054,.015,.641,.009,13290,0.641,0.32,2015ApJS..219...19L,
WDJ154730.02-375508.46,6009537829925128064,65.68911952047122,0.025664976,236.87270043635263,0.022582669,-37.919946061,0.017703138,12.0882752,0.104569435,DA,H,10392,90,8.026,.018,.617,.011,10392,0.617,0.59,2018MNRAS.480.3942H,
WDJ154835.89+570826.43,1598771000065137536,26.36804129682261,0.061062817,237.14779028811617,0.059340704,57.140059669,0.05525181,14.45284335,0.791729,DC,He,5770,63,8.164,.035,.674,.023,5778,0.679,4.59,2009AJ....138..102K,
WDJ154937.89-395455.21,6008386881767536128,26.457319634629865,0.029899416,237.40755429897118,0.022861496,-39.915687194,0.017778669,11.50921922,-0.09090233,DB,He,13268,178,7.976,.024,.573,.014,13268,0.573,0.29,2017MNRAS.472.4173R,
WDJ155131.68-385049.90,6008581907636919936,28.1172141621663,0.09604696,237.88222215628065,0.08172219,-38.847995754,0.06481281,14.69711444,0.949316,DC,He,5289,44,8.074,.033,.615,.021,5356,0.663,5.81,2023MNRAS.518.3055O,
WDJ155226.38+181018.69,1202826348825240832,27.12155147242134,0.031849384,238.10918727468706,0.024304587,18.172376927,0.022135088,11.98235465,-0.11725807,DA,H,14813,217,8.406,.016,.866,.010,14813,0.866,0.41,2015ApJS..219...19L,
WDJ155534.21+502547.74,1403348682426861568,32.759749385751086,0.03578185,238.8908958944991,0.032950055,50.429903962,0.036555417,13.98947385,0.72606087,DA,H,6103,41,8.029,.021,.606,.013,6103,0.606,2.36,2015ApJS..219...19L,
WDJ155647.51-080601.24,4348098485293072128,30.56570938445895,0.17251037,239.19966693189042,0.15264224,-8.101247731,0.101016425,15.7648064,0.44581413,DC,He,,,,,,,,,,2008MNRAS.385L..23R,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ155857.70+041705.16,4425632987265111680,44.42666298530873,0.04850509,239.74023399639623,0.03651968,4.284440515,0.03312479,14.23363747,0.5493269,DCP,He,6730,51,8.421,.019,.848,.013,6730,0.848,3.81,2015ApJS..219...19L,
WDJ160027.92-131949.93,6264127170346899712,27.1993784966671,0.112937555,240.11566582254122,0.1021067,-13.331032181,0.07195326,14.8192149,1.103468,DC,He,4953,83,7.930,.071,.527,.042,5073,0.609,6.10,2023MNRAS.518.3055O,
WDJ160041.14-165430.24,6250213984568447872,32.954658273242494,0.1539148,240.16772844051536,0.14677216,-16.90752823,0.10555093,15.60342206,1.5718193,DC,H,3854,125,7.716,.084,.432,.037,4091,0.618,9.91,2020MNRAS.497..130T,
WDJ160112.71+531659.84,1404831472640252928,26.5510410936279,0.034638554,240.30182069433775,0.032983646,53.284497827,0.03414406,13.58654077,0.58219147,DA,H,6723,63,7.999,.027,.590,.016,6723,0.590,1.74,2015ApJS..219...19L,
WDJ160123.19+364834.29,1372458109403442432,30.46677204995983,0.018667227,240.34717326878896,0.01387364,36.807100831,0.016834967,11.82724822,0.05019188,DA,H,11120,125,7.973,.020,.588,.012,11120,0.588,0.46,2015ApJS..219...19L,
WDJ160137.01-383209.35,5998095590373665792,30.704672907428535,0.085374065,240.40583697613482,0.065898806,-38.536699134,0.040925864,14.53011938,1.1348572,DA,H,4906,36,7.692,.030,.426,.013,5067,0.517,4.02,2023MNRAS.518.3055O,
WDJ160241.98+575815.32,1622697949337226112,30.90336916527265,0.019060478,240.67479538266184,0.018135328,57.971156198,0.018253084,11.26092415,-0.15839767,DA,H,15563,263,8.001,.021,.614,.012,15563,0.614,0.18,2011ApJ...743..138G,
WDJ160415.07-072658.01,4349513797276615680,37.211176065553744,0.12911148,241.06154741718146,0.11390077,-7.451408128,0.07207431,15.76857698,1.1721153,DCP,H,4920,69,8.546,.042,.940,.028,4995,1.029,9.37,2020MNRAS.497..130T,
WDJ160420.47-133123.84,4341773063622911872,26.66553227344414,0.087050244,241.0848720407589,0.08397736,-13.523745817,0.04896768,14.55440929,1.0947495,DA,H,5008,50,7.784,.032,.468,.010,5140,0.547,4.22,2020MNRAS.497..130T,
WDJ160453.59+005512.97,4411572123331402880,30.799262899377702,0.100216515,241.22047388566963,0.081343874,.920085674,0.06482319,14.85700061,1.1659851,DC,H,4836,59,7.865,.052,.499,.029,4984,0.598,6.44,2015ApJS..219...19L,
WDJ160454.29-720347.59,5806672265237931776,27.058708413326933,0.064772576,241.22286805079347,0.0557394,-72.062613031,0.047736138,14.34287631,1.4905243,DC,H,4093,35,6.747,.042,.130,.008,4716,0.304,2.72,2023MNRAS.518.3055O,Double degenerate candidate
WDJ160606.17+702226.94,1647162396588999552,27.890910682107265,0.035736244,241.52613666214512,0.035959046,70.374030218,0.034301165,13.81291547,0.65320015,DA,He,6264,57,7.949,.029,.542,.017,6264,0.542,2.02,2020MNRAS.497..130T,He-rich DA (weak Halpha)
WDJ160700.89-140423.88,4341495230772911616,36.346777024107254,0.060727764,241.75248100208216,0.055717144,-14.073243692,0.035903756,14.29798653,0.83238316,DAH,H,5718,37,8.051,.024,.617,.015,5732,0.626,3.14,2020MNRAS.497..130T,
WDJ160714.17+342346.59,1323922779935068160,29.108059638823814,0.04967148,241.80923165473118,0.035170108,34.395150719,0.04133975,14.30066328,0.89536476,DA,H,5554,47,7.957,.031,.559,.018,5591,0.582,2.89,2015ApJS..219...19L,
WDJ161125.61+132217.94,4458207634145130368,44.91266293097439,0.030715879,242.8567551085962,0.02290657,13.369230871,0.020140998,13.33394203,0.22878456,DA,H,9235,90,8.553,.019,.953,.012,9235,0.953,2.19,2015ApJS..219...19L,
