WDJ_Name,DR3_source_id,parallax,parallax_error,ra,ra_error,dec,dec_error,absG,bp_rp,SpT,comp,gaia_teff,gaia_teff_err,gaia_logg,gaia_logg_err,gaia_mass,gaia_mass_err,corrected_teff,corrected_mass,corrected_age,bibcode,comment
WDJ161330.58+442754.13,1385719147346936064,32.95522892258367,0.049314275,243.37674074976155,0.043834876,44.466731475,0.04285015,14.59067166,0.9538841,DA,H,5262,73,7.978,.050,.569,.030,5338,0.620,4.54,2020MNRAS.497..130T,
WDJ161424.60+090603.91,4452997701376633728,35.90492074716555,0.07196835,243.60253936247815,0.0588055,9.099383612,0.045275338,14.95362486,1.2065563,DC,H,4765,40,7.886,.035,.511,.020,4919,0.618,7.18,2015ApJS..219...19L,
WDJ161916.31-183114.19,6246049446837287680,26.031110367581075,0.12713408,244.81721957837848,0.11447477,-18.520304274,0.07711464,15.05760247,0.87556076,DA,H,5666,83,8.519,.044,.924,.029,5680,0.937,6.78,2020MNRAS.497..130T,
WDJ162125.64-055219.84,4355229123137665792,25.61471664342262,0.1670551,245.3565170578911,0.13080592,-5.872323485,0.10317335,14.92311078,1.2228489,DC,H,4667,108,7.796,.084,.472,.037,4844,0.590,6.98,2020MNRAS.497..130T,
WDJ162224.44-551132.01,5931881969426463616,27.38854593982261,0.073193446,245.60272991434124,0.061996177,-55.191814715,0.045578018,14.44227788,0.943285,DA,H,5397,76,7.960,.053,.559,.031,5456,0.596,3.48,2023MNRAS.518.3055O,
WDJ162333.84-391346.16,6018034958869558912,77.45445300678792,0.043276638,245.8914359505284,0.036845494,-39.229487465,0.025916446,10.44563196,-0.34853935,DA,H,24073,488,8.006,.026,.636,.014,24073,0.636,0.03,2018MNRAS.480.3942H,
WDJ162558.78-344145.71,6022366686772364288,28.592531075298076,0.11827397,246.49360513413214,0.09884903,-34.695932894,0.060316958,14.59656501,1.1030312,DAH,H,4998,56,7.807,.038,.479,.014,5129,0.559,4.55,2023MNRAS.518.3055O,
WDJ162626.33+193839.32,1201036206454896000,36.269798985125675,0.046608295,246.6088998396101,0.033093117,19.645207514,0.030784272,14.29019174,0.72865295,DA,H,6104,46,8.237,.021,.738,.014,6104,0.738,3.90,2015ApJS..219...19L,
WDJ162753.49+091216.02,4452521234885949184,39.85582927285886,0.03975985,246.97243578912594,0.028750809,9.202359409,0.02516847,14.03441125,0.5621681,DA,H,6800,47,8.340,.017,.809,.011,6800,0.809,3.48,2015ApJS..219...19L,
WDJ162818.90-173917.89,4323956302321933952,30.98376237586422,0.091642134,247.07819308961302,0.08268559,-17.65547647,0.054070838,14.75147777,1.1553383,DA,H,4863,44,7.803,.030,.466,.010,5017,0.562,5.41,2020MNRAS.497..130T,
WDJ162825.00+364615.85,1331106782752978688,62.9108969334804,0.014343127,247.10143735940747,0.011107231,36.774387265,0.013305671,12.77670439,0.18741798,DZA,He,8964,80,8.309,.018,.793,.012,8964,0.793,1.43,2018MNRAS.480.3942H,
WDJ162838.60+705321.70,1653044367185115264,30.570707255398414,0.06887022,247.16082705032514,0.06970316,70.88732927,0.062617175,14.94553043,1.147129,DA,H,4903,44,7.983,.036,.569,.022,5026,0.660,7.35,2015ApJS..219...19L,
WDJ163029.74-373936.84,6018613473779340928,30.103145629282423,0.14089909,247.6221914093688,0.11350172,-37.661469123,0.07855164,15.3128934,0.6122036,DC,He,6449,126,8.917,.042,1.147,.021,6449,1.147,4.44,2023MNRAS.518.3055O,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ163058.32-281815.48,6044265144466741888,25.453252242541144,0.19749743,247.7417021026549,0.1840705,-28.304307946,0.13000697,15.52664841,1.5299091,DC,H,3952,135,7.721,.090,.434,.035,4190,0.617,9.65,2023MNRAS.518.3055O,
WDJ163233.17+085122.67,4440264291578812928,77.35287594638186,0.026699724,248.13945312098198,0.01781464,8.855146771,0.010318747,14.33894333,0.87302494,DA,H,5594,24,8.016,.015,.595,.009,5624,0.614,3.21,2018MNRAS.480.3942H,
WDJ163337.05-371314.28,6018693257096471424,47.404525154122666,0.072568975,248.40166561890604,0.063457415,-37.221023815,0.035959493,14.814707,0.88656616,DC,He,5433,38,8.243,.023,.726,.015,5475,0.760,6.30,2023MNRAS.518.3055O,
WDJ163411.51+755857.56,1703379704562897280,29.85625658519689,0.018163119,248.54986256763962,0.019031612,75.98331289,0.016817365,11.61918377,0.037312508,DA,H,12816,1092,8.006,.079,.611,.046,12816,0.611,0.33,1985ApJS...59..197B,
WDJ163421.55+571008.87,1431176943768691328,67.35385415177373,0.021381365,248.58069229122174,0.021348972,57.174460982,0.017820662,13.99055326,0.6850052,DQ,He,6126,33,8.020,.017,.584,.010,6126,0.584,2.45,2018MNRAS.480.3942H,
WDJ163441.85+173634.09,4466388790929771904,39.03397945199561,0.019681277,248.67472884862158,0.012849365,17.609323877,0.01171426,11.09493415,0.14571476,DAZ,H,9754,69,7.250,.016,.305,.004,9754,0.305,0.31,2003ApJ...596..477Z,Double degenerate from 2021MNRAS.502.4972K
WDJ163501.43+431736.35,1405343643196929536,68.9911960837904,0.016140647,248.75733560704234,0.014027228,43.292088244,0.014755491,13.91018937,0.62082195,DAZ,H,6516,36,8.153,.015,.685,.009,6516,0.685,2.53,2018MNRAS.480.3942H,
WDJ163626.53-873706.08,5765270154886903168,26.41670344679564,0.06669609,249.08060794045755,0.061337885,-87.61997811,0.059646707,14.5948031,0.81596184,DQ,He,5655,69,8.207,.039,.702,.026,5674,0.716,5.33,2023MNRAS.518.3055O,
WDJ163854.47+054041.63,4435778215414219520,27.75141237334975,0.050721,249.72557959614127,0.040863596,5.676341159,0.02576062,13.55111545,0.30524635,DA,H,8496,106,8.517,.027,.928,.017,8496,0.928,2.58,2011ApJ...743..138G,
WDJ163927.82+332522.24,1326398777041821568,32.78695169783191,0.016534455,249.86581266633254,0.012583083,33.420771062,0.014966392,12.1954082,0.14688206,DA,H,9989,85,8.012,.019,.608,.011,9989,0.608,0.65,2015ApJS..219...19L,
WDJ164057.15+534109.32,1425909733315616000,49.650091057029,0.020746969,250.23722256910077,0.02076348,53.685075008,0.019725831,13.44199125,0.40596485,DAHe,H,7729,68,8.253,.020,.753,.013,7729,0.753,1.83,2020MNRAS.499.2564G,
WDJ164136.61+151237.93,4462612140287443840,32.2108886076323,0.24323241,250.40262072819695,0.18630622,15.207554739,0.15252945,13.15832653,0.4652071,DA,H,7329,57,7.921,.032,.547,.018,7329,0.547,1.25,2015ApJS..219...19L,
WDJ164725.24-544237.58,5929529014509678720,45.19750017005106,0.024311498,251.85428165844772,0.018873384,-54.711658498,0.015515508,13.21649508,0.29712486,DA,H,8530,73,8.332,.019,.807,.012,8530,0.807,1.61,2023MNRAS.518.3055O,
WDJ164825.63+590322.66,1431783457574556672,91.33996015398594,0.021994025,252.10793777808894,0.019554926,59.05497069,0.026872756,12.08227809,-0.018343925,DA,H,12182,139,8.285,.014,.783,.009,12182,0.783,0.57,2018MNRAS.480.3942H,
WDJ164951.45-215503.96,4126670518631322880,27.19899060755582,0.10517185,252.46319070028173,0.098200224,-21.917995391,0.044244204,14.71252794,1.0473232,DA,H,5129,49,7.978,.040,.567,.024,5223,0.632,5.53,2020MNRAS.497..130T,
WDJ165044.34-324923.08,6027138331058857088,36.87624064795583,0.049509242,252.68421278441602,0.040276434,-32.825247744,0.023172341,13.8875932,0.77714443,DA,H,5907,32,7.848,.019,.500,.011,5899,0.496,1.93,2009AJ....137.4547S,
WDJ165237.59-011356.41,4379328051494006784,33.05643788787638,0.08517795,253.1572177264134,0.07023052,-1.23396096,0.042766843,14.73778226,0.9029083,DA,H,5542,57,8.256,.034,.748,.022,5571,0.772,5.77,2006A&A...448..579C,
WDJ165335.21-100116.33,4334641562477923712,30.647531686545562,0.04216529,253.39740924172665,0.033182655,-10.022140991,0.01711952,13.13974051,0.46597576,DAe,H,7345,86,7.912,.033,.542,.019,7345,0.542,1.23,2023MNRAS.518.3055O,
WDJ165401.26+625354.91,1631578537252535040,32.485170632628424,0.09504248,253.49992630712626,0.091531724,62.899252393,0.103959456,15.61798876,0.4474964,DC,He,,,,,,,,,,2022ApJ...934...36B,IR-faint white dwarf with collision-induced absorption in the infrared. Multiple solutions for Gaia stellar parameters
WDJ165445.69+382936.63,1351956512512484480,36.63590480423582,0.04196449,253.6904651272502,0.036300316,38.49205533,0.0365662,14.40414661,0.8146496,DAZH,H,5808,51,8.173,.027,.695,.017,5812,0.698,4.01,2011ApJ...739..101Z,
WDJ165538.10-232555.73,4125468645047515904,26.148747330025024,0.055497147,253.9087557434822,0.052157983,-23.432621532,0.024659397,13.56016244,0.52418137,DA,H,6994,53,8.095,.022,.650,.014,6994,0.650,1.82,2023MNRAS.518.3055O,
WDJ165538.91+253346.61,1306197930941817984,27.40347397821024,0.053342175,253.9123765651336,0.035263386,25.562076654,0.0397604,14.15403411,0.07349777,DA,H,11455,200,9.267,.023,1.292,.007,11455,1.292,2.11,2015ApJS..219...19L,
WDJ165709.86+212648.66,4565048312887877888,47.63472232582776,0.015451988,254.2912014468113,0.010697388,21.444299763,0.010852762,12.46928919,0.2261095,DA,H,9206,74,8.010,.020,.604,.012,9206,0.604,0.79,2015ApJS..219...19L,
WDJ165823.76-805857.14,5775307733975564160,44.623962255613,0.053946346,254.6028167797075,0.044660285,-80.981144351,0.04528316,14.97827365,1.2229195,DC,H,4689,34,7.851,.029,.491,.016,4858,0.607,7.28,2023MNRAS.518.3055O,
WDJ165847.03-061708.94,4340322876499078400,31.43948495916572,0.087342225,254.69744435236353,0.06750295,-6.286389464,0.032781675,14.46464911,0.9091091,DA,H,5521,42,8.057,.029,.620,.018,5559,0.646,3.97,2001ApJS..133..413B,
WDJ165935.92+442543.45,1358325021299899136,35.088798995129714,0.039564483,254.8978367372638,0.035166766,44.427641028,0.038007885,14.29996752,0.89954376,DA,H,5541,38,7.949,.024,.554,.014,5580,0.578,2.88,2015ApJS..219...19L,
WDJ165940.02+320320.46,1313405848136604672,26.714809434811368,0.063389555,254.91549115855923,0.047012467,32.054605727,0.058592327,14.4800944,0.66163635,DA,H,6407,66,8.474,.026,.897,.017,6407,0.897,4.84,2012ApJS..199...29G,
WDJ165948.42+440104.04,1358301480583401728,31.592126103461204,0.028831732,254.95157127905017,0.0240252,44.018227313,0.027394531,12.28706727,-0.4145136,DAH,H,29613,729,9.227,.024,1.284,.007,29613,1.284,0.27,2011ApJ...743..138G,
WDJ170038.34-872352.90,5765288880944438144,30.72765918352157,0.019301858,255.16288398592232,0.0158679,-87.398429636,0.017476892,12.03018939,0.06860256,DA,H,10897,102,8.074,.018,.647,.011,10897,0.647,0.56,2017MNRAS.472.4173R,
WDJ170054.19-690832.65,5808208420421074560,27.858070049167946,0.045086805,255.22365345026074,0.023597678,-69.142778415,0.031580202,13.68628013,0.3755436,DA,H,7946,72,8.466,.020,.894,.013,7946,0.894,2.85,2023MNRAS.518.3055O,
WDJ170246.27+102241.24,4444590625015876864,34.10814927862353,0.10031094,255.69307888203147,0.06985922,10.37917494,0.062823765,15.31936578,1.0491562,DA,H,5147,79,8.404,.049,.846,.033,5209,0.909,8.91,2015ApJS..219...19L,
WDJ170256.34-531436.57,5923906524348891904,37.46175778118273,0.024342936,255.73472300903356,0.020300068,-53.244144,0.014476811,11.39387776,-0.1491785,DA,H,15052,232,8.059,.019,.648,.011,15052,0.648,0.22,2011ApJ...743..138G,
WDJ170427.96-005026.31,4380188694219651456,37.0438407087865,0.05206191,256.1154385767648,0.0414235,-.840892725,0.023274735,14.11945304,0.6179342,DA,H,6540,45,8.302,.018,.783,.012,6540,0.783,3.61,2023MNRAS.518.3055O,
WDJ170430.68-481953.11,5938773880045035776,38.7985744266728,0.10571842,256.1279365266128,0.100220926,-48.332517131,0.06989194,14.96023384,1.0425625,DC,He,5070,39,8.108,.031,.636,.020,5157,0.704,6.74,2023MNRAS.518.3055O,
WDJ170438.32-144620.79,4139348334376604928,30.611188471562638,0.056751173,256.1585103696403,0.050746366,-14.773970418,0.033816505,13.83746096,0.45308685,DA,H,7433,80,8.415,.024,.860,.016,7433,0.860,3.12,2020MNRAS.497..130T,
WDJ170502.87-014502.70,4379812558164849408,35.33116549115744,0.115669705,256.2612585138335,0.08370243,-1.751498752,0.05599905,15.08348482,1.231081,DC,H,4700,44,7.938,.039,.541,.023,4853,0.656,8.13,2020MNRAS.497..130T,
WDJ170530.44+480312.36,1408135749896104192,25.377764715018387,0.014894377,256.3769859404461,0.013304566,48.053122599,0.014594723,11.41158383,0.248662,DA,H,8918,66,7.236,.018,.296,.005,8918,0.296,0.39,2015ApJS..219...19L,Part of a triple degenerate from 2000MNRAS.314..334M
WDJ170530.97+480310.27,1408135749896103936,25.346993471006332,0.017805303,256.37914740185556,0.01602428,48.052539878,0.017282369,11.54718026,-0.10775471,DA,H,14224,201,8.081,.017,.659,.011,14224,0.659,0.27,2015ApJS..219...19L,Part of a triple degenerate from 2000MNRAS.314..334M
WDJ170552.58+260551.20,4573071139998034048,28.84056913260366,0.05394392,256.4689165835993,0.037856147,26.096296101,0.040972587,14.33445013,0.7506256,DA,H,6038,53,8.231,.026,.734,.017,6038,0.734,3.98,2020MNRAS.497..130T,
WDJ170641.36-264334.71,4108828945319007744,76.65460424054565,0.032999184,256.6722063533694,0.028351394,-26.72673303,0.017309554,14.42889823,0.71536446,DAH,H,6128,31,8.343,.013,.809,.009,6128,0.809,4.61,2020A&A...643A.134B,
WDJ170807.97+025737.08,4388138816124225792,56.0375054933106,0.025768792,257.03313523649365,0.02004245,2.958532441,0.011977931,13.83796597,0.5102196,DZ,He,6720,44,8.304,.015,.785,.010,6720,0.785,3.40,2018MNRAS.480.3942H,
WDJ171126.76-144753.69,4139531467491239680,44.0851697476335,0.02478484,257.86278605601507,0.021835463,-14.799464554,0.014169598,12.47490859,0.10462856,DQ,He,9916,108,8.095,.024,.638,.015,9916,0.638,0.77,2017AJ....154...32S,
WDJ171306.09+693125.51,1638563322306634368,38.094317490497396,0.01771891,258.2746730693291,0.016526297,69.522226866,0.020709045,11.23216199,-0.16787052,DA,H,15732,272,7.999,.021,.614,.012,15732,0.614,0.17,2015ApJS..219...19L,
WDJ171409.55-053419.96,4361621688038664064,38.19956410381718,0.026854282,258.53979522340876,0.020055465,-5.572611867,0.016170084,12.53630304,0.18527985,DA,H,9628,82,8.159,.020,.697,.013,9628,0.697,0.87,This work,
WDJ171436.16-161243.30,4136103572502555264,26.982312116904165,0.044948958,258.6502611537059,0.039924834,-16.212009112,0.027006486,13.10131881,0.06899738,DAH,H,11135,138,8.738,.019,1.066,.011,11135,1.066,1.81,2023MNRAS.518.3055O,
WDJ171450.80+391837.43,1341543072245722752,25.26306472568276,0.03206364,258.7115968201552,0.027766315,39.311287363,0.03039857,13.30663517,0.5867481,DAH,H,6694,53,7.777,.019,.467,.007,6694,0.467,1.31,2015ApJS..219...19L,Double degenerate candidate
WDJ171620.72-082118.60,4359722208685335552,25.997995801331406,0.0788436,259.08473264311164,0.06394825,-8.354717904,0.046048567,13.84475535,0.70438576,DQ,He,6065,70,7.883,.041,.504,.023,6065,0.504,2.05,2020MNRAS.497..130T,
WDJ171652.09-590636.29,5915797694789556096,33.51342257405333,0.034569595,259.21692233405224,0.025495151,-59.110125419,0.020708906,13.25329491,0.29321957,DAH,H,8608,86,8.369,.022,.831,.015,8608,0.831,1.74,2023MNRAS.518.3055O,
WDJ171835.16+015653.21,4387171623850187648,26.201540655864466,0.026422424,259.64457600631647,0.018227277,1.946843921,0.013927325,11.48723414,-0.051403046,DA,H,12685,185,7.913,.015,.558,.009,12685,0.558,0.30,2015ApJS..219...19L,
WDJ171952.83-013001.84,4367353266060378624,25.99086571562051,0.18369882,259.968670193468,0.15845947,-1.501352636,0.1157933,15.16441073,1.2892628,DC,H,4560,96,7.885,.087,.509,.050,4737,0.639,8.31,1984ApJ...276..602G,
WDJ171955.76+363936.32,1336988963803208192,28.539797198378277,0.051695786,259.9816981773375,0.041765682,36.657849908,0.048891347,14.23063641,1.0987082,DQpec,He,6727,394,8.356,.157,.804,.105,6727,.804,3.53,This work,
WDJ172006.79+102227.98,4491748511228743808,26.59883064884768,0.09561993,260.0281059063947,0.06402972,10.374857878,0.05172953,14.77339272,1.0971088,DC,He,4972,54,7.904,.048,.512,.028,5092,0.591,5.84,2020MNRAS.497..130T,
WDJ172239.79-355441.65,5975317695158795776,27.181933126147726,0.07539913,260.66620016114894,0.06700024,-35.911195886,0.051900346,13.9216417,0.5012512,DA,H,7098,129,8.364,.043,.825,.029,7098,0.825,3.22,2023MNRAS.518.3055O,
WDJ172413.32+275655.30,4598266758185956864,25.93620095654303,0.061774544,261.0557203663249,0.042336866,27.948430367,0.054643825,14.38012481,0.76742744,DA,H,5983,57,8.237,.029,.738,.019,5971,0.729,4.05,2006AJ....131..582K,
WDJ172945.19+143541.28,4542785981266940416,31.388141758116536,0.11433585,262.43867945180284,0.078352466,14.594900198,0.07448584,15.46495303,1.2159519,DC,H,4785,74,8.273,.053,.756,.036,4890,0.861,9.81,2020MNRAS.497..130T,
WDJ173334.29+794916.65,1706631093589103872,37.26832477152694,0.05474183,263.4026382542802,0.051983196,79.821045457,0.05315373,14.77174036,0.80503845,DC,He,5611,74,8.304,.039,.767,.027,5633,0.785,5.96,2015ApJS..219...19L,
WDJ173337.18+290338.04,4598775557191664384,25.273672084987524,0.05262637,263.405013064845,0.035231657,29.061263632,0.045801956,14.03105173,0.6138668,DC,He,6458,57,8.187,.026,.691,.017,6458,0.691,2.97,2020MNRAS.497..130T,
WDJ173351.73-250759.90,4110161965722210432,26.83917785256645,0.1483044,263.46489603409555,0.11319423,-25.134575214,0.08285985,14.55095804,0.887825,DA,H,5597,64,8.165,.043,.689,.028,5623,0.708,4.71,2023MNRAS.518.3055O,
WDJ173404.42+442303.09,1348795004265872000,26.691153911189527,0.0791304,263.51794884093624,0.06463177,44.383892252,0.08423892,14.83384775,1.0558681,DA,H,5131,62,8.064,.046,.620,.029,5217,0.685,6.57,2020MNRAS.497..130T,
WDJ173700.72-542556.56,5921433963191695872,49.41402788576175,0.03826525,264.2522973062449,0.03472138,-54.43440977,0.027368946,14.06325328,0.6328268,DA,H,6567,82,8.274,.031,.764,.021,6567,0.764,3.37,2017ApJ...848...11B,
WDJ173800.77-311237.21,4055353888055627008,25.280182059529665,0.13888653,264.50184556069706,0.15323424,-31.211392513,0.1236148,15.15965699,1.2512493,DC,H,4663,69,7.966,.061,.558,.037,4816,0.677,8.57,2023MNRAS.518.3055O,
WDJ173834.39-082614.02,4168312459956062208,32.88322413354134,0.038403515,264.64381660649286,0.03226,-8.437445721,0.026349502,13.44619596,0.5045824,DAZ,H,7094,52,8.050,.021,.622,.013,7094,0.622,1.63,2018RNAAS...2b..64M,
WDJ173837.46-342729.28,4053455379420643584,25.48714452012428,0.1277312,264.65436339408853,0.12829448,-34.45985961,0.09927052,14.82670391,1.2946072,DA,H,4825,119,7.826,.092,.478,.044,4980,0.578,6.02,2023MNRAS.518.3055O,
WDJ174146.25+240149.67,4581383928942599296,31.62869258736207,0.044617657,265.4425590120623,0.026318617,24.028871183,0.03712736,13.9276032,0.4898262,DA,H,7190,66,8.399,.021,.849,.014,7190,0.849,3.33,2015ApJS..219...19L,
WDJ174220.63-203935.92,4118171568655203328,34.42121799353367,0.07472694,265.5857106590457,0.06881655,-20.660597819,0.05294839,14.58396117,0.8412342,DC,He,5592,46,8.170,.028,.678,.018,5618,0.697,5.34,2023MNRAS.518.3055O,
WDJ174246.61-650514.67,5909078751020702080,33.42616162337801,0.03803779,265.6962669848697,0.022360712,-65.086778676,0.024428224,13.50700754,0.2310257,DC,He,8580,88,8.458,.022,.874,.014,8580,0.874,2.18,2023MNRAS.518.3055O,
WDJ174248.51+433809.21,1349256249394224128,31.860504525564018,0.047444206,265.7019319995027,0.042418234,43.634946189,0.046425205,14.43747324,0.9288616,DA,H,5466,46,7.997,.030,.582,.018,5513,0.613,3.54,2015ApJS..219...19L,
WDJ174300.75+170145.74,4549622027311531904,29.923520847514162,0.10605212,265.75195462436517,0.070699915,17.028114307,0.07355726,15.45336846,1.3447285,DC,H,4416,63,7.999,.051,.577,.031,4585,0.723,9.85,2015ApJS..219...19L,
WDJ174322.98+143452.25,4500646618315862144,29.13163090410563,0.029254418,265.8445760299887,0.020293742,14.582481256,0.021418322,12.17445599,0.08126068,DC,He,10224,126,7.947,.028,.550,.016,10224,0.550,0.57,2015ApJS..219...19L,
WDJ174349.28-390825.95,5961193055261256320,46.827728375345906,0.024407944,265.95465665671156,0.021069786,-39.140329295,0.01632087,11.88731945,0.024140358,DA,H,11605,207,8.088,.027,.658,.016,11605,0.658,0.49,2023MNRAS.518.3055O,
WDJ174512.54-215309.25,4117081643422165120,25.51116278111209,0.30450496,266.30004249455715,0.20840138,-21.889106504,0.17369242,15.41286927,1.5412235,DC,H,3977,244,7.648,.179,.402,.073,4233,.584,8.97,This work,
WDJ174554.56-131755.39,4149820323678136192,25.774732374798816,0.037564863,266.4775850280396,0.03204081,-13.298289785,0.026073787,11.63730582,-0.00938797,DA,H,11902,131,7.946,.017,.574,.010,11902,0.574,0.37,2011ApJ...743..138G,
WDJ174611.08-625141.41,5909739660590724224,29.040445392700438,0.041264545,266.545673982487,0.021416662,-62.863215018,0.023026837,13.20883036,0.45295334,DA,H,7403,58,7.990,.022,.587,.013,7403,0.587,1.34,2023MNRAS.518.3055O,
WDJ174620.41-123425.48,4150020774057837440,26.978554813584594,0.07942917,266.5849927821716,0.070828214,-12.574051234,0.055934176,14.35721941,0.73716354,DA,H,6066,48,8.263,.025,.755,.016,6066,0.755,4.19,2020MNRAS.497..130T,
WDJ174708.31+285909.76,4596322473734130304,27.340476513680514,0.06814795,266.7839678975251,0.048651803,28.985349491,0.05745584,14.6880304,1.1794147,DC,H,4832,53,7.745,.042,.449,.019,4996,0.548,5.24,2015ApJS..219...19L,
